canonicalId,name,country,mainlandChina,rankingSources,qsRank,theRank,arwuRank,usnewsRank,goalCategory,programCaptured,programCandidates
u_university_of_california_berkeley,"University of California, Berkeley",United States,False,qs|the|arwu|usnews,21,9,5,7,new-program-raw,62,62
u_university_of_california_los_angeles,"University of California, Los Angeles",United States,False,qs|the|arwu|usnews,49,18,16,11,new-program-raw,12,12
u_university_of_california_riverside,"University of California, Riverside",United States,False,qs|the|arwu|usnews,400,301,201,262,new-program-raw,7,7
u_university_of_california_san_diego,"University of California, San Diego",United States,False,qs|the|arwu|usnews,81,47,20,23,new-program-raw,2,3
u_university_of_california_santa_barbara,"University of California, Santa Barbara",United States,False,qs|the|arwu|usnews,173,72,70,100,new-program-raw,7,7
u_university_of_central_florida,University of Central Florida,United States,False,the|arwu|usnews,,401,401,394,new-program-raw,26,26
u_university_of_colorado_boulder,University of Colorado Boulder,United States,False,qs|the|usnews,321,159,,105,new-program-raw,1,1
u_university_of_delaware,University of Delaware,United States,False,the|arwu|usnews,,401,201,466,new-program-raw,7,7
u_university_of_houston,University of Houston,United States,False,the|arwu|usnews,,401,201,390,new-program-raw,16,18
u_university_of_kentucky,University of Kentucky,United States,False,the|arwu|usnews,,401,301,429,new-program-raw,42,42
u_university_of_maryland_baltimore,"University of Maryland, Baltimore",United States,False,arwu|usnews,,,401,322,new-program-raw,5,5
u_university_of_mississippi,University of Mississippi,United States,False,usnews,,,,437,new-program-raw,1,1
u_university_of_nebraska_lincoln,University of Nebraska-Lincoln,United States,False,the|arwu,,,301,,new-program-raw,25,26
u_university_of_north_carolina_at_chapel_hill,University of North Carolina at Chapel Hill,United States,False,qs|the|arwu|usnews,160,78,39,55,new-program-raw,5,5
u_university_of_oregon,University of Oregon,United States,False,the|arwu|usnews,,401,,429,new-program-raw,4,4
u_university_of_pennsylvania,University of Pennsylvania,United States,False,qs|the|arwu|usnews,15,14,14,17,new-program-raw,3,3
u_university_of_rochester,University of Rochester,United States,False,qs|the|arwu|usnews,251,127,201,208,new-program-raw,17,17
u_university_of_south_florida,University of South Florida,United States,False,the|arwu|usnews,,351,401,362,new-program-raw,1,1
u_university_of_southern_california,University of Southern California,United States,False,qs|the|arwu|usnews,153,73,68,74,new-program-raw,5,5
u_university_of_vermont,University of Vermont,United States,False,arwu,,,401,,new-program-raw,106,107
u_utah_state_university,Utah State University,United States,False,arwu,,,,,new-program-raw,16,18
u_virginia_commonwealth_university,Virginia Commonwealth University,United States,False,the|arwu|usnews,,401,301,400,new-program-raw,1,1
u_virginia_polytechnic_institute_and_state_university,Virginia Polytechnic Institute and State University,United States,False,qs|the|arwu,367,251,201,,new-program-raw,3,3
u_virginia_tech,Virginia Tech,United States,False,usnews,,,,285,new-program-raw,3,3
